"region","district","municipality","parish","lat","lon","origin","alert_hour","extinction_hour","firstInterv_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","alert_day","alert_month","alert_year","firstInterv_day","firstInterv_month","firstInterv_year","extinction_day","extinction_month","extinction_year"
5,16,131,2325,42.03972,8.246667,1,61500,69600,62400,0.35,0.65,0,1,1,0,16,3,2014,16,3,2014,16,3,2014
7,17,49,908,41.69278,7.647778,5,67560,73020,69000,0,0.01,0,0.01,0.01,0,16,3,2014,16,3,2014,16,3,2014
4,6,166,2320,40.34417,7.845556,5,69600,75600,70200,0.001,0,0,0.001,0.001,0,16,3,2014,16,3,2014,16,3,2014
7,4,97,1109,41.14716,6.782336,5,70200,74400,70800,0,0.02,0,0.02,0.02,0,16,3,2014,16,3,2014,16,3,2014
5,16,29,1972,41.87444,8.262778,5,70260,73380,72000,0,0.03,0,0.03,0.03,1,16,3,2014,16,3,2014,16,3,2014
4,1,36,1569,40.64,8.647778,5,70740,80100,71340,0.0834,0,0,0.0834,0.0834,1,16,3,2014,16,3,2014,16,3,2014
2,8,142,1172,37.32583,8.568333,5,73140,76200,73920,0,0.009,0,0.009,0.009,0,16,3,2014,16,3,2014,16,3,2014
5,16,29,390,41.88667,8.313611,5,73320,79020,75000,0,0.45,0,0.45,0.45,0,16,3,2014,16,3,2014,16,3,2014
5,16,248,28,41.79167,8.729167,4,73620,17700,74700,6.067,15.436,0,21.503,21.503,1,16,3,2014,16,3,2014,17,3,2014
5,16,187,892,41.79111,8.636667,5,74700,78600,75900,0.05,0,0,0.05,0.05,0,16,3,2014,16,3,2014,16,3,2014
4,18,164,2319,40.78194,8.2425,5,75960,82200,76380,0,0.001,0,0.001,0.001,1,16,3,2014,16,3,2014,16,3,2014
7,17,49,1882,41.65667,7.805833,4,76740,2100,79800,0,3,0,3,3,0,16,3,2014,16,3,2014,17,3,2014
7,4,237,2244,41.27472,7.050833,5,79800,86100,79800,0,0.34,0,0.34,0.34,1,16,3,2014,16,3,2014,16,3,2014
5,16,248,1186,41.62222,8.760278,4,83340,4500,84840,0,1.288,0,1.288,1.288,0,16,3,2014,16,3,2014,17,3,2014
5,16,248,1186,41.79167,8.729167,4,4500,31920,4560,0,34.194,0,34.194,34.194,1,17,3,2014,17,3,2014,17,3,2014
3,9,216,1726,40.425,7.736389,1,33960,35700,54010.7481496299,0,0,0.0012,0,0.0012,0,17,3,2014,5,8,2015,17,3,2014
5,1,205,1663,41.02833,8.523889,5,44700,51600,45300,0,0.6808,0,0.6808,0.6808,0,17,3,2014,17,3,2014,17,3,2014
7,17,245,1478,41.61389,7.274444,5,47400,54000,48300,0.5,0,0,0.5,0.5,0,17,3,2014,17,3,2014,17,3,2014
7,18,231,1931,41.04818,7.537235,5,48840,60900,49500,0,0.28,0,0.28,0.28,0,17,3,2014,17,3,2014,17,3,2014
7,17,264,965,41.36972,7.794167,4,50340,74340,53400,0,108,0,108,108,0,17,3,2014,17,3,2014,17,3,2014
5,16,29,1972,41.95778,8.251944,4,51120,63900,51180,0,3,0,3,3,0,17,3,2014,17,3,2014,17,3,2014
7,4,51,2278,41.56944,6.720278,2,52080,53760,52260,0,0,1e-04,0,1e-04,0,17,3,2014,17,3,2014,17,3,2014
4,6,172,1339,40.08083,7.9225,2,52440,59400,53040,0,0,0.06,0,0.06,0,17,3,2014,17,3,2014,17,3,2014
6,14,119,1292,39.48361,8.021667,2,53160,65100,54840,0,0,0.9303,0,0.9303,0,17,3,2014,17,3,2014,17,3,2014
7,4,269,2106,41.87138,7.07315,4,53700,64560,56100,0,1.2,0,1.2,1.2,0,17,3,2014,17,3,2014,17,3,2014
7,9,259,1913,41.05333,7.285,2,55740,64500,57000,0.1,0.1,0.6,0.2,0.8,0,17,3,2014,17,3,2014,17,3,2014
3,18,139,2638,40.98074,7.555664,5,57600,63000,58800,0,0.15,0,0.15,0.15,0,17,3,2014,17,3,2014,17,3,2014
5,3,258,2388,41.40944,8.520278,1,57600,63600,58200,0,0.09,0,0.09,0.09,0,17,3,2014,17,3,2014,17,3,2014
4,18,270,2441,40.655,7.8875,5,57660,62400,58260,0,0.05,0,0.05,0.05,1,17,3,2014,17,3,2014,17,3,2014
3,9,202,91,40.36444,6.917222,4,58860,69000,59400,12,10,0,22,22,0,17,3,2014,17,3,2014,17,3,2014
7,4,51,2376,41.82722,6.621111,4,60600,72720,62400,0,4.29,0,4.29,4.29,0,17,3,2014,17,3,2014,17,3,2014
7,17,49,1901,41.70972,7.638611,5,64500,67800,64800,0,0.5,0,0.5,0.5,1,17,3,2014,17,3,2014,17,3,2014
7,17,72,1815,41.72861,7.395556,5,68400,80340,54010.7481496299,0,0.2,0,0.2,0.2,0,17,3,2014,5,8,2015,17,3,2014
5,16,186,367,41.79389,8.445,5,70380,72900,71100,0,0.005,0,0.005,0.005,1,17,3,2014,17,3,2014,17,3,2014
6,11,121,2276,38.88917,9.3275,1,71580,74400,72300,0,0,0.005,0,0.005,0,17,3,2014,17,3,2014,17,3,2014
5,18,73,698,41.08841,8.197399,5,72060,82200,73980,0,0.5,0,0.5,0.5,0,17,3,2014,17,3,2014,17,3,2014
7,17,145,404,41.71333,8.036667,4,73500,82800,76500,0.5,0.5,0,1,1,0,17,3,2014,17,3,2014,17,3,2014
4,18,164,2319,40.78194,8.2425,5,75180,81960,75900,0,0.02,0,0.02,0.02,1,17,3,2014,17,3,2014,17,3,2014
1,12,157,1244,39.51444,7.650278,2,39960,41400,40200,0,0,1e-04,0,1e-04,0,18,3,2014,18,3,2014,18,3,2014
4,6,166,2335,40.42611,7.888056,5,52440,60720,53400,0.24,0,0,0.24,0.24,0,18,3,2014,18,3,2014,18,3,2014
5,16,174,645,41.89028,8.595,5,55920,60900,56400,0.2,0,0,0.2,0.2,1,18,3,2014,18,3,2014,18,3,2014
5,3,258,639,41.40611,8.533611,1,57840,60900,58200,0,0.005,0,0.005,0.005,0,18,3,2014,18,3,2014,18,3,2014
1,15,208,143,37.95645,8.394783,2,58380,68400,58800,0,0,0.0991,0,0.0991,0,18,3,2014,18,3,2014,18,3,2014
7,17,49,138,41.66139,7.880833,4,58560,64800,60900,0,1,0,1,1,0,18,3,2014,18,3,2014,18,3,2014
6,11,121,1138,38.93694,9.329444,1,58740,64200,60240,0,0,0.005,0,0.005,0,18,3,2014,18,3,2014,18,3,2014
7,17,49,908,41.69639,7.659722,5,60000,63000,60600,0,0.01,0,0.01,0.01,0,18,3,2014,18,3,2014,18,3,2014
5,16,248,1300,41.76306,8.789444,5,61500,66000,62400,0,0.002,0,0.002,0.002,0,18,3,2014,18,3,2014,18,3,2014
3,18,139,996,40.95598,7.656838,5,64380,66600,66000,0,0.015,0,0.015,0.015,0,18,3,2014,18,3,2014,18,3,2014
7,17,49,1901,41.70667,7.634444,5,70500,73800,71400,0,0.01,0,0.01,0.01,0,18,3,2014,18,3,2014,18,3,2014
7,17,49,342,41.72972,7.618333,5,77100,80400,78120,0,0.01,0,0.01,0.01,0,18,3,2014,18,3,2014,18,3,2014
5,16,244,2377,41.965,8.663889,5,82980,85500,83700,0,0.01,0,0.01,0.01,0,18,3,2014,18,3,2014,18,3,2014
5,16,29,390,41.9,8.336667,5,84360,900,84420,0,0.03,0,0.03,0.03,0,18,3,2014,18,3,2014,19,3,2014
5,3,70,487,41.37056,8.056389,4,84540,4500,84900,1.5,0.5,0,2,2,0,18,3,2014,18,3,2014,19,3,2014
5,16,187,1940,41.76639,8.511944,5,4380,9000,4800,0.8,0,0,0.8,0.8,0,19,3,2014,19,3,2014,19,3,2014
4,18,272,1847,40.73333,8.051667,5,5700,12600,7440,0,0.001,0,0.001,0.001,0,19,3,2014,19,3,2014,19,3,2014
5,18,73,2032,41.06771,8.183102,5,32400,42480,37740,0,0.0025,0,0.0025,0.0025,0,19,3,2014,19,3,2014,19,3,2014
5,13,25,2172,41.34333,7.985833,4,37500,48300,39600,0,1,0,1,1,0,19,3,2014,19,3,2014,19,3,2014
7,17,145,554,41.78306,7.806944,4,41520,61800,42600,0,11.4,0,11.4,11.4,0,19,3,2014,19,3,2014,19,3,2014
7,4,268,2421,41.65611,6.425,4,43020,50100,44100,1.3,0,0,1.3,1.3,0,19,3,2014,19,3,2014,19,3,2014
5,16,29,1972,41.92944,8.291667,4,46200,69480,47100,0,6.5,0,6.5,6.5,0,19,3,2014,19,3,2014,19,3,2014
6,14,167,1920,39.68806,8.570833,5,46260,56760,46920,0,0.635,0,0.635,0.635,0,19,3,2014,19,3,2014,19,3,2014
5,16,244,860,42.025,8.608333,4,46500,54000,47100,1.5,0,0,1.5,1.5,1,19,3,2014,19,3,2014,19,3,2014
7,17,206,1024,41.26272,7.831229,4,47340,70200,48300,0,8,0,8,8,0,19,3,2014,19,3,2014,19,3,2014
5,16,29,2397,41.82333,8.433611,5,47880,51780,47880,0.035,0.1,0,0.135,0.135,1,19,3,2014,19,3,2014,19,3,2014
5,1,32,564,40.90028,8.348056,5,49620,57600,53100,0,0.1708,0,0.1708,0.1708,0,19,3,2014,19,3,2014,19,3,2014
5,16,186,2223,41.86389,8.199444,1,52140,59700,53100,0,0.5,0,0.5,0.5,0,19,3,2014,19,3,2014,19,3,2014
7,17,245,2510,41.59306,7.304444,5,53400,57600,55440,0,0.5,0,0.5,0.5,0,19,3,2014,19,3,2014,19,3,2014
5,13,125,1082,41.20861,8.224722,5,60780,64800,61500,0,0.25,0,0.25,0.25,0,19,3,2014,19,3,2014,19,3,2014
5,18,73,2042,41.03619,8.07367,4,70980,80040,76800,0,1,0,1,1,0,19,3,2014,19,3,2014,19,3,2014
5,18,73,1233,41.01729,8.156908,4,71160,81720,74520,0,1.3,0,1.3,1.3,0,19,3,2014,19,3,2014,19,3,2014
5,1,243,222,40.82917,8.242222,4,71280,3600,73800,0.15,12.45,0,12.6,12.6,0,19,3,2014,19,3,2014,20,3,2014
5,16,186,370,41.8375,8.291389,5,74100,79020,74700,0,0.02,0,0.02,0.02,0,19,3,2014,19,3,2014,19,3,2014
7,17,199,2355,41.49333,7.791667,5,75300,79500,76500,0,0.5,0,0.5,0.5,0,19,3,2014,19,3,2014,19,3,2014
5,16,131,2207,42.0475,8.154444,1,38640,75000,39000,0,45.7,0,45.7,45.7,0,20,3,2014,20,3,2014,20,3,2014
4,18,178,2084,40.65417,7.707778,5,43200,52200,43800,0,0.0691,0,0.0691,0.0691,0,20,3,2014,20,3,2014,20,3,2014
5,16,187,419,41.84333,8.602222,4,45720,62460,46200,7,0,0,7,7,1,20,3,2014,20,3,2014,20,3,2014
4,18,272,430,40.65639,8.2275,5,46080,49200,46800,0.015,0,0,0.015,0.015,1,20,3,2014,20,3,2014,20,3,2014
4,1,2,2416,40.62028,8.473333,5,48600,64200,49440,0.49,0,0,0.49,0.49,0,20,3,2014,20,3,2014,20,3,2014
6,14,167,532,39.71444,8.545278,2,49380,51480,49500,0,0,0.0077,0,0.0077,0,20,3,2014,20,3,2014,20,3,2014
5,16,187,199,41.75778,8.681389,4,52380,65400,52800,9.055,0,0,9.055,9.055,0,20,3,2014,20,3,2014,20,3,2014
5,3,70,303,41.4725,8.036111,5,61200,68400,62400,0,0.1,0.1,0.1,0.2,0,20,3,2014,20,3,2014,20,3,2014
3,9,106,230,40.56611,7.183056,1,62100,66300,63000,0,0,0.25,0,0.25,0,20,3,2014,20,3,2014,20,3,2014
5,16,55,973,41.90528,8.783611,5,62580,67500,63360,0,0.04,0,0.04,0.04,0,20,3,2014,20,3,2014,20,3,2014
7,17,206,1117,41.20956,7.81955,5,68880,70800,69480,0,5e-04,0,5e-04,5e-04,0,20,3,2014,20,3,2014,20,3,2014
5,16,187,892,41.76472,8.515,5,72900,78300,74700,0,0.05,0,0.05,0.05,0,20,3,2014,20,3,2014,20,3,2014
4,6,166,1031,40.36861,7.851667,5,76200,83400,76800,0,0.1,0,0.1,0.1,0,20,3,2014,20,3,2014,20,3,2014
7,4,120,2205,41.51639,6.933611,5,78000,79500,78300,0.001,0,0,0.001,0.001,0,20,3,2014,20,3,2014,20,3,2014
5,16,186,1002,41.86833,8.191667,5,81120,3000,82800,0.1,0.1,0,0.2,0.2,1,20,3,2014,20,3,2014,21,3,2014
7,17,199,2211,41.45611,7.868611,4,82080,11100,83100,0,3.5,0,3.5,3.5,0,20,3,2014,20,3,2014,21,3,2014
7,17,143,336,41.39333,7.8275,4,84240,6900,900,0,1,0,1,1,0,20,3,2014,21,3,2014,21,3,2014
3,9,124,1695,40.40583,7.54,1,1200,4500,1800,0,2e-04,0,2e-04,2e-04,0,21,3,2014,21,3,2014,21,3,2014
3,9,202,776,40.27,6.874167,1,48540,56100,49200,0,0.04,0,0.04,0.04,0,21,3,2014,21,3,2014,21,3,2014
7,4,254,2187,41.28028,7.198889,5,51120,57600,51300,0.001,0,0,0.001,0.001,0,22,3,2014,22,3,2014,22,3,2014
7,4,137,2254,41.39472,7.343889,5,58740,66600,60600,0,0.003,0,0.003,0.003,0,22,3,2014,22,3,2014,22,3,2014
3,9,106,724,40.45361,7.366111,1,59400,65400,60300,0,0.15,0,0.15,0.15,0,22,3,2014,22,3,2014,22,3,2014
7,4,51,2151,41.89083,6.696667,4,69180,78300,70500,0,1.38,0,1.38,1.38,0,22,3,2014,22,3,2014,22,3,2014
3,9,130,1522,40.85611,7.233889,2,70860,75000,71700,0,0,0.1,0,0.1,0,22,3,2014,22,3,2014,22,3,2014
3,9,106,2531,40.42472,7.300833,1,81300,83820,81900,0,0.01,0,0.01,0.01,0,22,3,2014,22,3,2014,22,3,2014
3,9,130,1522,40.85611,7.233889,5,82320,0,82920,0,0.1,0,0.1,0.1,0,22,3,2014,22,3,2014,23,3,2014
5,1,205,2189,41.00889,8.464167,5,41640,51600,43860,0,0.2994,0,0.2994,0.2994,0,23,3,2014,23,3,2014,23,3,2014
3,9,106,1911,40.51944,7.268333,1,51300,60000,53340,0,0.15,0,0.15,0.15,0,23,3,2014,23,3,2014,23,3,2014
6,14,76,1693,39.46306,8.328889,5,53400,61020,53520,0,0.189,0,0.189,0.189,0,23,3,2014,23,3,2014,23,3,2014
3,9,240,2412,40.76139,7.389722,1,53880,57000,54960,0,0.02,0,0.02,0.02,0,23,3,2014,23,3,2014,23,3,2014
3,5,63,512,39.82722,7.536667,5,68640,73200,69300,0,0.005,0,0.005,0.005,0,23,3,2014,23,3,2014,23,3,2014
3,18,218,2248,40.94611,7.496944,5,60600,66360,60660,0,0.08,0,0.08,0.08,0,24,3,2014,24,3,2014,24,3,2014
3,9,202,1754,40.31194,7.135278,1,66300,72000,67200,0,0.04,0,0.04,0.04,0,24,3,2014,24,3,2014,24,3,2014
7,4,51,1436,41.67556,6.784444,4,71280,77400,72000,0,2.6,0,2.6,2.6,0,24,3,2014,24,3,2014,24,3,2014
3,9,202,1754,40.31194,7.135278,1,77220,81000,78000,0,0.03,0,0.03,0.03,0,24,3,2014,24,3,2014,24,3,2014
6,14,71,2330,39.33972,8.440278,5,41820,51060,42960,0,0.0451,0,0.0451,0.0451,0,25,3,2014,25,3,2014,25,3,2014
7,4,237,491,41.18389,6.892778,5,52980,60600,53640,0,0.07,0,0.07,0.07,1,25,3,2014,25,3,2014,25,3,2014
4,6,101,2624,40.18694,8.156667,5,64980,72240,66000,0,0.001,0,0.001,0.001,0,25,3,2014,25,3,2014,25,3,2014
3,9,202,1632,40.3325,7.029722,4,31620,63840,32880,0,10,0,10,10,0,26,3,2014,26,3,2014,26,3,2014
7,17,153,1223,41.40704,7.463415,5,49800,53400,50340,0,0.001,0,0.001,0.001,0,26,3,2014,26,3,2014,26,3,2014
4,10,113,2310,39.85528,8.847778,5,61080,64620,61440,0,0.02,0,0.02,0.02,0,26,3,2014,26,3,2014,26,3,2014
7,4,254,828,41.32917,7.247222,2,67500,73200,68100,0,0,0.1,0,0.1,0,26,3,2014,26,3,2014,26,3,2014
2,8,224,1968,37.22111,8.381667,2,55140,63900,56280,0,0,0.005,0,0.005,0,27,3,2014,27,3,2014,27,3,2014
6,15,222,2392,38.55278,8.760278,5,56160,61500,56760,0,0.0015,0,0.0015,0.0015,0,27,3,2014,27,3,2014,27,3,2014
5,3,107,768,41.46528,8.391667,5,78000,85500,78600,0,0.15,0,0.15,0.15,0,28,3,2014,28,3,2014,28,3,2014
7,18,31,217,41.12278,7.664722,1,38880,43500,39300,0,1.39,0,1.39,1.39,0,30,3,2014,30,3,2014,30,3,2014
6,15,171,2339,38.57944,8.677778,5,66000,69480,66840,0,0.0136,0,0.0136,0.0136,0,3,4,2014,3,4,2014,3,4,2014
3,9,130,506,40.87361,7.336389,4,40800,56100,42120,6.5,0,0,6.5,6.5,0,7,4,2014,7,4,2014,7,4,2014
4,10,175,902,39.91222,8.226389,5,54840,59040,55500,0,0.03,0,0.03,0.03,0,7,4,2014,7,4,2014,7,4,2014
3,9,130,506,40.87361,7.336389,4,56100,69600,56280,0,3,0,3,3,0,7,4,2014,7,4,2014,7,4,2014
1,15,208,2371,37.93972,8.38,1,57060,66300,57600,0,0,2.07,0,2.07,0,7,4,2014,7,4,2014,7,4,2014
4,10,185,1457,39.92222,8.616944,5,61260,64200,61800,0.01,0.03,0,0.04,0.04,0,7,4,2014,7,4,2014,7,4,2014
4,6,228,1999,40.10056,8.605278,5,61800,69600,62100,0,0.45,0,0.45,0.45,0,8,4,2014,8,4,2014,8,4,2014
4,1,223,619,40.75889,8.289722,4,74700,1200,76320,2,0,0,2,2,0,8,4,2014,8,4,2014,9,4,2014
3,9,124,1858,40.35,7.563333,4,34980,46440,34980,0,76,0,76,76,0,9,4,2014,9,4,2014,9,4,2014
2,8,142,1172,37.32889,8.538056,4,38460,43200,39420,0.2,1,0,1.2,1.2,0,9,4,2014,9,4,2014,9,4,2014
4,1,129,1037,40.36333,8.37,5,45240,55200,45900,0.41,0.154,0,0.564,0.564,0,9,4,2014,9,4,2014,9,4,2014
4,9,3,601,40.77222,7.580556,4,52500,62700,53160,0.5,0.5,0,1,1,0,9,4,2014,9,4,2014,9,4,2014
3,9,106,2556,40.45806,7.192778,1,57120,64800,58800,0,0,0.1,0,0.1,0,9,4,2014,9,4,2014,9,4,2014
2,8,142,1172,37.31333,8.557222,2,59040,63600,60000,0,0,0.001,0,0.001,0,9,4,2014,9,4,2014,9,4,2014
7,4,51,1866,41.76472,6.754444,1,63900,67800,54010.7481496299,0,0.0381,0,0.0381,0.0381,0,9,4,2014,5,8,2015,9,4,2014
4,1,5,1800,40.74139,8.452222,1,31920,37200,33000,0,0.02,0,0.02,0.02,0,10,4,2014,10,4,2014,10,4,2014
4,1,163,1025,40.80194,8.538889,5,51660,55800,53160,0,0.879,0,0.879,0.879,0,10,4,2014,10,4,2014,10,4,2014
5,1,64,800,41.04222,8.2425,5,52680,60300,53220,0.2805,0,0,0.2805,0.2805,0,10,4,2014,10,4,2014,10,4,2014
7,4,51,1237,41.71722,6.855556,5,53280,60720,54010.7481496299,0,0.351,0,0.351,0.351,0,10,4,2014,5,8,2015,10,4,2014
7,17,72,1860,41.69028,7.479722,5,55800,60300,56700,0,0.01,0,0.01,0.01,0,10,4,2014,10,4,2014,10,4,2014
4,18,236,1729,40.57361,8.126944,5,57840,64440,58800,0.34,0,0,0.34,0.34,0,10,4,2014,10,4,2014,10,4,2014
5,16,141,2306,42.07667,8.451389,4,62220,67800,62820,1,0,0,1,1,0,10,4,2014,10,4,2014,10,4,2014
7,18,112,967,41.10278,7.8025,1,65100,69000,65460,0,0.05,0,0.05,0.05,0,10,4,2014,10,4,2014,10,4,2014
5,1,205,2286,40.98111,8.438611,5,65160,72300,66660,0,0.0205,0,0.0205,0.0205,0,10,4,2014,10,4,2014,10,4,2014
4,18,215,2357,40.72361,7.663611,4,72420,83700,73500,3.5,0.6,0,4.1,4.1,0,10,4,2014,10,4,2014,10,4,2014
6,14,200,2373,39.28,8.844722,5,42060,46200,43380,0,0.01,0,0.01,0.01,0,11,4,2014,11,4,2014,11,4,2014
7,17,72,2552,41.63889,7.551667,5,44100,45420,44820,0.01,0,0,0.01,0.01,0,11,4,2014,11,4,2014,11,4,2014
5,3,193,434,41.55556,8.273611,5,48240,57600,48600,0,0.616,0,0.616,0.616,0,11,4,2014,11,4,2014,11,4,2014
5,3,107,1565,41.48,8.234444,4,53520,66600,53520,1.5,0,0,1.5,1.5,0,11,4,2014,11,4,2014,11,4,2014
5,3,258,2040,41.46194,8.455833,4,55320,72000,56700,0,3.3,0,3.3,3.3,0,11,4,2014,11,4,2014,11,4,2014
3,9,240,2598,40.72111,7.256944,1,56160,57600,54010.7481496299,0,0.002,0,0.002,0.002,0,11,4,2014,5,8,2015,11,4,2014
4,1,163,723,40.93361,8.427222,5,75060,81600,75420,0,0.2548,0,0.2548,0.2548,0,11,4,2014,11,4,2014,11,4,2014
5,16,29,1504,41.81278,8.482222,5,78000,81600,78300,0,0.05,0,0.05,0.05,1,11,4,2014,11,4,2014,11,4,2014
7,18,112,967,41.08278,7.7875,5,82680,85860,83220,0,0.001,0,0.001,0.001,0,11,4,2014,11,4,2014,11,4,2014
4,1,27,252,40.48944,8.43,5,60,6900,600,0.7,0.282,0,0.982,0.982,1,12,4,2014,12,4,2014,12,4,2014
7,17,133,1132,41.18583,7.885278,5,47820,53700,48480,0,0.18,0,0.18,0.18,1,12,4,2014,12,4,2014,12,4,2014
4,18,270,1801,40.59472,7.924167,5,54480,58380,55140,0,0.001,0,0.001,0.001,0,12,4,2014,12,4,2014,12,4,2014
4,18,236,1729,40.54583,8.069722,5,55500,60240,56040,0,1e-04,0,1e-04,1e-04,0,12,4,2014,12,4,2014,12,4,2014
7,17,133,1679,41.18632,7.886407,5,57660,64800,58320,0.03,0,0,0.03,0.03,1,12,4,2014,12,4,2014,12,4,2014
3,5,108,2275,39.91583,7.227778,5,59340,62040,59760,0,0.01,0,0.01,0.01,0,12,4,2014,12,4,2014,12,4,2014
5,13,253,2439,41.25778,8.66,4,60300,68400,61200,1.42,0.36,0,1.78,1.78,0,12,4,2014,12,4,2014,12,4,2014
5,3,193,786,41.56111,8.251667,5,64200,70140,64560,0,0.63,0,0.63,0.63,0,12,4,2014,12,4,2014,12,4,2014
5,16,55,2425,41.90528,8.783611,5,66300,70500,66900,0.2,0.2,0,0.4,0.4,1,12,4,2014,12,4,2014,12,4,2014
4,18,270,1290,40.72472,7.795833,5,66840,71100,67320,0,0.03,0,0.03,0.03,0,12,4,2014,12,4,2014,12,4,2014
7,17,199,2355,41.49944,7.830278,4,72000,79200,72900,0,1.5,0,1.5,1.5,0,12,4,2014,12,4,2014,12,4,2014
4,1,27,253,40.49028,8.408333,5,73080,79800,73620,0.073,0,0,0.073,0.073,1,12,4,2014,12,4,2014,12,4,2014
5,18,198,2139,41.10194,8.010278,5,74040,79980,76200,0.01,0,0,0.01,0.01,1,12,4,2014,12,4,2014,12,4,2014
5,16,29,2141,41.85694,8.416111,5,76920,83280,81480,0,0.05,0,0.05,0.05,1,12,4,2014,12,4,2014,12,4,2014
1,12,81,411,38.88278,7.138611,2,80040,83700,81480,0,0,5e-04,0,5e-04,0,12,4,2014,12,4,2014,12,4,2014
7,17,263,2041,41.46833,7.573333,4,83340,5700,85200,0,1,0,1,1,0,12,4,2014,12,4,2014,13,4,2014
7,17,145,747,41.69583,7.973333,5,84780,5400,900,0,0.1,0,0.1,0.1,0,12,4,2014,13,4,2014,13,4,2014
7,4,269,536,41.715,6.918314,4,84900,6420,900,0,1.99,0,1.99,1.99,0,12,4,2014,13,4,2014,13,4,2014
5,3,52,1552,41.52389,7.971944,5,23280,28800,23700,0.1,0,0,0.1,0.1,1,13,4,2014,13,4,2014,13,4,2014
4,1,27,253,40.48611,8.394722,5,46860,49200,47400,0,0.002,0,0.002,0.002,1,13,4,2014,13,4,2014,13,4,2014
5,16,174,1317,41.92889,8.540278,5,56520,63000,57000,0.5,0,0,0.5,0.5,0,13,4,2014,13,4,2014,13,4,2014
3,9,202,286,40.38361,7.080556,1,59280,65280,59820,0,1.5,0,1.5,1.5,0,13,4,2014,13,4,2014,13,4,2014
6,10,54,2177,39.4975,9.153056,2,69840,71400,70200,0,0,3e-04,0,3e-04,0,13,4,2014,13,4,2014,13,4,2014
4,1,27,253,40.48583,8.394167,5,71640,74700,72600,0.02,0,0,0.02,0.02,1,13,4,2014,13,4,2014,13,4,2014
6,14,71,2112,39.35722,8.481111,2,74820,78420,75360,0,0,0.0137,0,0.0137,0,13,4,2014,13,4,2014,13,4,2014
3,9,69,1495,40.55944,7.378611,1,75180,78840,76500,0,0,0.01,0,0.01,0,13,4,2014,13,4,2014,13,4,2014
5,3,70,866,41.3825,8.0175,5,83220,86100,83400,0,0.09,0,0.09,0.09,1,13,4,2014,13,4,2014,13,4,2014
3,9,104,1602,40.49333,7.651111,5,7920,16800,10200,0,0.5,0,0.5,0.5,1,14,4,2014,14,4,2014,14,4,2014
4,1,36,694,40.65417,8.580278,1,29040,32100,29700,0,0,3e-04,0,3e-04,0,14,4,2014,14,4,2014,14,4,2014
3,9,130,1113,40.93639,7.238889,4,36600,42000,38400,0,3,5,3,8,0,14,4,2014,14,4,2014,14,4,2014
7,4,51,2151,41.87111,6.68,4,44580,54000,46800,0.151,2.6,0,2.751,2.751,0,14,4,2014,14,4,2014,14,4,2014
2,8,15,106,37.3425,8.7475,2,45060,47400,45600,0,0,0.012,0,0.012,0,14,4,2014,14,4,2014,14,4,2014
7,4,58,2282,41.19917,7.291667,5,56400,59700,57180,0,0.001,0,0.001,0.001,0,14,4,2014,14,4,2014,14,4,2014
5,3,107,1233,41.55417,8.2025,5,57840,63600,58200,0,0.09,0,0.09,0.09,0,14,4,2014,14,4,2014,14,4,2014
5,3,258,2420,41.4525,8.486944,5,58500,63060,59580,0,0.03,0,0.03,0.03,0,14,4,2014,14,4,2014,14,4,2014
5,16,55,2305,41.89694,8.819167,2,64620,67200,64800,0,0,0.04,0,0.04,0,14,4,2014,14,4,2014,14,4,2014
5,16,29,2463,41.85167,8.386944,5,85680,4680,300,0,0.5,0,0.5,0.5,1,14,4,2014,15,4,2014,15,4,2014
5,16,244,349,42.04333,8.591389,5,39600,48900,40200,0.002,0,0,0.002,0.002,1,15,4,2014,15,4,2014,15,4,2014
5,16,186,267,41.86944,8.192222,5,42000,46620,42600,0,0.02,0,0.02,0.02,1,15,4,2014,15,4,2014,15,4,2014
7,17,153,1223,41.41917,7.447778,5,42900,46800,43200,0,0.01,0,0.01,0.01,0,15,4,2014,15,4,2014,15,4,2014
6,10,54,2178,39.41056,9.147222,2,51720,52920,51780,0,0,0.005,0,0.005,0,15,4,2014,15,4,2014,15,4,2014
5,3,88,1829,41.51611,8.163333,5,55980,61200,57720,0,0.01,0,0.01,0.01,1,15,4,2014,15,4,2014,15,4,2014
5,3,40,1218,41.46083,8.5625,1,58200,67200,58620,0.1,0,0,0.1,0.1,0,15,4,2014,15,4,2014,15,4,2014
7,4,97,2260,41.10667,6.878611,5,58320,62100,58560,0,0.52,0,0.52,0.52,0,15,4,2014,15,4,2014,15,4,2014
6,5,220,2103,39.88944,8.003889,5,63420,68340,64080,0.5,0,0,0.5,0.5,0,15,4,2014,15,4,2014,15,4,2014
3,18,139,1367,41.01611,7.7225,5,64500,73500,65100,0,0.61,0,0.61,0.61,0,15,4,2014,15,4,2014,15,4,2014
3,9,216,1357,40.47694,7.768333,1,81240,82800,82800,0,0.002,0,0.002,0.002,0,15,4,2014,15,4,2014,15,4,2014
6,5,220,1952,39.80972,8.146111,5,81480,2520,82080,0.0873,0,0,0.0873,0.0873,1,15,4,2014,15,4,2014,16,4,2014
5,16,187,205,41.85944,8.561944,5,44040,50100,45000,0.001,0,0,0.001,0.001,0,16,4,2014,16,4,2014,16,4,2014
